month,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
#date+month,#event+id,,#event+code,#event+code,#date+occurred,#date+year,#meta+time_precision,#event+type,#event+subtype,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,#geo+precision+code,#meta+source,,#description,#affected+killed,#date+updated,#country+code
2019-10,6331666,566,NIG15567,15567,2019-10-20,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Kaduna,Igabi,,Gigane,10.8667,7.4667,1,Sun (Nigeria),National,"20 October 2019. The attempt of local militias to engage with unidentified gunmen resulted in an invasion of those in the surrounding villages. About 2,000 residents of Tura, Unguwan Gebi, Unguwan Dangauta, Unguwan Nayawu, Sabon Gida, Unguwan Alhaji Ahmadu, Kusau, Unguwan Pati, Unguwan Tofa and Sauran Giwa were forced take refuge at LEA Birnin Yero Primary School (locations unknown, coded as Birnin Yero). Other known villages under attack were Unguwan Makeri, Gigane, Dallatu, Sabon Gari, Gidan Sarkin Noma. Five civilians were killed in the attacks.",0,1572909565,NGA
2019-10,6218007,729,SUD13308,13308,2019-10-20,2019,1,Riots,Mob violence,Rioters (Sudan),FFC: Forces for Freedom and Change,5,Rioters (Sudan),NCP: National Congress Party,5,55,Northern Africa,Sudan,Khartoum,Khartoum North,,Khartoum North,15.6365,32.5303,1,Radio Dabanga,National,"On October 20th, 2019, FFC and NCP students clashed at El Zaeem El Azhari University in Khartoum North, after studies resumed following an 11-month closure. Dozens were reported to have been wounded. [size=dozens]",0,1572313150,SDN
2019-10,6331668,566,NIG15570,15570,2019-10-20,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Kaduna,Igabi,,Anguwan Sarkin Noma,10.8000,7.4833,1,Sun (Nigeria),National,"20 October 2019. The attempt of local militias to engage with unidentified gunmen resulted in an invasion of the surrounding villages. About 2,000 residents of Tura, Unguwan Gebi, Unguwan Dangauta, Unguwan Nayawu, Sabon Gida, Unguwan Alhaji Ahmadu, Kusau, Unguwan Pati, Unguwan Tofa and Sauran Giwa were forced take refuge at LEA Birnin Yero Primary School (locations unknown, coded as Birnin Yero). Other known villages under attack were Ungwan Makeri, Gigane, Dallatu, Sabon Gari, Gidan Sarkin Noma. Five civilians were killed in the attacks.",0,1572909565,NGA
2019-10,6331669,566,NIG15566,15566,2019-10-20,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Kaduna,Giwa,,Ungwan Makeri,11.1639,7.3891,1,Sun (Nigeria),National,"20 October 2019. The attempt of local militias to engage with unidentified gunmen resulted in an invasion of those in the surrounding villages. About 2,000 residents of Tura, Unguwan Gebi, Unguwan Dangauta, Unguwan Nayawu, Sabon Gida, Unguwan Alhaji Ahmadu, Kusau, Unguwan Pati, Unguwan Tofa and Sauran Giwa were forced take refuge at LEA Birnin Yero Primary School (locations unknown, coded as Birnin Yero). Other known villages under attack were Unguwan Makeri, Gigane, Dallatu, Sabon Gari, Gidan Sarkin Noma. Five civilians were killed in the attacks.",0,1572909565,NGA
2019-10,6222610,524,NEP6937,6937,2019-10-20,2019,1,Riots,Violent demonstration,Rioters (Nepal),,5,Police Forces of Nepal (2015-),,1,15,Southern Asia,Nepal,Central,Narayani,Chitwan,Bharatpur,27.6768,84.4359,1,COCAP-Nepal Monitor,Local partner-National,"On October 20, police fired 40 rounds of tear gas to contain a violent demonstration at Chitwan Medical College in Bharatpur city (Chitwan district, Narayani), over a patient's death. At least six policemen were injured when the demonstrators clashed with police, and 12 demonstrators were detained following the incident. [size=at least 12]",0,1572355439,NPL
2019-10,6222675,50,BGD16818,16818,2019-10-20,2019,1,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),5,Civilians (Bangladesh),JCD: Bangladesh Jatiotabadi Chatra Dal; Students (Bangladesh),7,57,Southern Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Shahbagh,23.7406,90.3943,1,Daily Star (Bangladesh),National,"On Oct 20, four activists of JCD were injured in an attack by rioting faction of BCL at Dhaka university (Shahbagh, Dhaka city) allegedly for demeaning country's liberation war. [size=no report]",0,1572355439,BGD
2019-10,6224338,300,GRC1052,1052,2019-10-20,2019,1,Riots,Mob violence,Rioters (Greece),,5,Police Forces of Greece (2019-) Units for the Reinstatement of Order,,1,15,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,To Vima,National,"On 20 October, about 20 hooded people emerged from the university campus and hurled 15 Molotov cocktails to the MAT riot police guarding the Turkish consulate in Thessaloniki. Police pushed them back with limited use of tear gas. The riot spread to the nearby main road where the rioters petrol-bombed a police car and later set fire to a garbage bin and damaged a parked car. OPKE riot police detained seven suspects. No injuries were reported. [size=about 20]",0,1572374422,GRC
2019-10,6215874,562,NIR1044,1044,2019-10-19,2019,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),,2,Civilians (Niger),Students (Niger); Teachers (Niger),7,27,Western Africa,Niger,Tillaberi,Say,Torodi,Bomanga,12.9747,1.5544,1,Urgence Diffa; Actu (Niger); Urgence Tillabery,New media-National,"On October 19, 2019, suspected JNIM and/or ISGS militants ransacked a school and burned school material in the village of Bomanga.",0,1572312920,NER
2019-10,6215867,562,NIR1043,1043,2019-10-19,2019,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),,2,Civilians (Niger),Students (Niger); Teachers (Niger),7,27,Western Africa,Niger,Tillaberi,Say,Torodi,Kiki,12.9851,1.5676,1,Urgence Diffa; Urgence Tillabery; Actu (Niger),New media-National,"On October 19, 2019, suspected JNIM and/or ISGS militants ransacked a school and burned school material in the village of Kiki.",0,1572312920,NER
2019-10,6224334,300,GRC1054,1054,2019-10-19,2019,1,Riots,Mob violence,Rioters (International),Refugees/IDPs (International),5,Rioters (Greece),Students (Greece),5,55,Europe,Greece,Central Macedonia,Imathia,Alexandreia,Alexandreia,40.6276,22.4445,1,To Pontiki,National,"On 19 October, young migrants hosted at the reception centre in Alexandria, Imathia, attempted to enter a local school dance - according to the organisers without paying the entry fee - and the dispute spread to the city centre with a fight and stone throwing by both sides. The incident ended with police intervention. [size=no report]",0,1572374422,GRC
2019-10,6159578,854,BFO2085,2085,2019-10-18,2019,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,Katiba Macina,2,Civilians (Burkina Faso),Teachers (Burkina Faso); Students (Burkina Faso),7,27,Western Africa,Burkina Faso,Boucle du Mouhoun,Kossi,Barani,Koulerou,12.9870,-3.7673,1,Whatsapp,New media,"On October 18, 2019, presumed Katiba Macina (JNIM) militants attempted to pillage the school in Koulerou, although the canteen had already been emptied.",0,1571699181,BFA
2019-10,6160238,356,IND64225,64225,2019-10-18,2019,1,Riots,Violent demonstration,Rioters (India),Students (India),5,,,0,50,Southern Asia,India,Odisha,Mayurbhanj,Baripada,Baripada,21.9345,86.7285,2,Orissa TV,Subnational,"On 18 October, students blocked the main gate of their college at Gopabandhu Nagar (Mayurbhanj, Odisha) and burnt tires, discontent with their colleague being manhandled by the principal and an accountant over an argument. They demanded immediate transfer of the principal. [size=no report]",0,1571755746,IND
2019-10,6158071,792,TUR9779,9779,2019-10-17,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,YPG: Peoples Protection Units,,2,,,0,20,Middle East,Turkey,Sanliurfa,Birecik,,Goktepe,36.9031,38.1283,1,Cumhuriyet,National,"On October 17, a mortar shell fired by YPG militants from Syria hit a school in Bilekli (Goktepe) village of Birecik, Sanliurfa. No casualties reported.",0,1571686959,TUR
2019-10,6223249,608,PHL9491,9491,2019-10-17,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Philippines),,3,Civilians (Philippines),Students (Philippines),7,37,South-Eastern Asia,Philippines,Bangsamoro Autonomous Region in Muslim Mindanao,Lanao del Sur,Marawi,Marawi,8.0034,124.2839,1,Manila Bulletin; Minda News; Philippine Daily Inquirer; Philippine News Agency,National,"On 17 October 2019, a student of the Mindanao State University was shot by unidentified assailants inside the university campus in Barangay Dimalna, Marawi City. The student later died after being in a coma for several days. The reasons for the attack are unknown.",1,1572356178,PHL
2019-10,6160567,356,IND64448,64448,2019-10-17,2019,1,Violence against civilians,Attack,Police Forces of India (2014-),,1,Civilians (India),Students (India),7,17,Southern Asia,India,Uttar Pradesh,Allahabad,Allahabad,Allahabad,25.4447,81.8432,1,Times of India,National,"On 17 October, police allegedly abused and attacked students in the Allahabad university in Allahabad city (UP), despite not being involved in any agitation.",0,1571755747,IND
2019-10,6224951,4,AFG26725,26725,2019-10-16,2019,1,Explosions/Remote violence,Suicide bomb,Taliban,,2,Police Forces of Afghanistan (2004-),Civilians (Afghanistan); Students (Afghanistan),1,12,Southern Asia,Afghanistan,Laghman,Alishing,,Alishing,34.7038,70.1537,2,New York Times; Xinhua; Voice of Jihad,Other-International,"On 16 October 2019, a Taliban suicide bomber attacked Alishing district police HQ, Laghman. 2-50 policemen and 2 civilians were killed, and 20 students from a nearby school which was damaged by the attack were wounded. Taliban claimed 50 policemen were killed. Fatalities coded as 5 (including the attacker).",5,1572403602,AFG
2019-10,6159408,454,MAW510,510,2019-10-16,2019,1,Riots,Violent demonstration,Rioters (Malawi),Students (Malawi),5,,,0,50,Eastern Africa,Malawi,Southern,Thyolo,TA Nchilamwela,Thyolo,-16.0667,35.1333,1,Nation (Malawi),National,"16 October 2019. Students from the Thyolo Secondary School damaged school property, including burning an administration block. The demonstration was over alleged mismanagement at the school. [size=no report].",0,1571699181,MWI
2019-10,6159698,360,IDN1460,1460,2019-10-16,2019,1,Riots,Mob violence,Rioters (Indonesia),Vigilante Group (Indonesia),5,Civilians (Indonesia),,7,57,South-Eastern Asia,Indonesia,East Kalimantan,North Penajam Paser,Penajam,Penajam,-1.2491,116.7696,1,Kompas,National,"On Oct 16, 2019, a riot broke out in Penajam district, North Paser Penajam regency, East Kalimantan regency. The rioters burned 158 buildings including port facilities, houses, a school, offices, and shops. It was triggered by a brawl between local youngsters a day before, which killed a boy. The boy's family took revenge by burning the murderers' houses located near a port. They banned firefighters from entering the area. The police arrested three rioters. [size=no report]",0,1571755308,IDN
2019-10,6160100,586,PAK53954,53954,2019-10-16,2019,1,Strategic developments,Arrests,Police Forces of Pakistan (2018-),,1,Civilians (Pakistan),Students (Pakistan),7,17,Southern Asia,Pakistan,Sindh,Karachi City,Karachi East,Karachi,24.9056,67.0822,1,Express Tribune (Pakistan),National,"On October 16, police registered a case against 55-65 students and leaders of student unions and arrested more than 36 of them in Karachi city (Karachi, Sindh) for allegedly holding the Vice Chancellor of Federal Urdu University of Arts, Science and Technology (FUUAST) hostage and assaulting him.",0,1571755746,PAK
2019-10,6159258,508,MZM1233,1233,2019-10-15,2019,1,Riots,Violent demonstration,Rioters (Mozambique),RENAMO: Mozambican National Resistance,5,Civilians (Mozambique),,7,57,Eastern Africa,Mozambique,Niassa,Lago,Maniamba,Maniamba,-11.8069,36.1552,1,Club Mozambique,National,"On Oct 15th 2019, on election day, before vote count, the opposition surrounded Milagre Mabote primary school and, as a result, police fired into the air to disperse the crowd. In response, Renamo supporters threw stones at police officers and burned six polling stations made of traditional materials. [Size=no report]",0,1571699181,MOZ
2019-10,6159263,508,MZM1239,1239,2019-10-15,2019,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Mozambique),,3,Civilians (Mozambique),FRELIMO: Liberation Front of Mozambique,7,37,Eastern Africa,Mozambique,Nampula,Angoche,Angoche,Namaponda,-15.9041,39.8652,1,Club Mozambique,National,"On Oct 15th 2019, the car and residence of the Chief of the Namaponda were set on fire by people who alleged that secret ballot boxes were hidden there. On the same day, in Namaponda, two Frelimo secretaries' houses were burned down in Coroma neighbourhood and two annexed rooms of the Namaripe primary school erected with local material were set on fire. No reports of fatalities.",0,1571699181,MOZ
2019-10,6159266,508,MZM1234,1234,2019-10-15,2019,1,Violence against civilians,Attack,Police Forces of Mozambique (1990-),,1,Civilians (Mozambique),,7,17,Eastern Africa,Mozambique,Nampula,Cidade de Nacala-Porto,Nacala,Nacala port,-14.5140,40.6530,1,Club Mozambique,National,"On Oct 15th 2019, on election day, police tried to disperse the crowd at Sao Vicente de Paulo Secondary School in Nacala Port. A person was killed, shot and beaten by the police, and four people were shot in the lower limbs.",1,1571699181,MOZ
2019-10,6230559,104,MMR8920,8920,2019-10-15,2019,1,Violence against civilians,Attack,Military Forces of Myanmar (2016-),,1,Civilians (Myanmar),Students (Myanmar),7,17,South-Eastern Asia,Myanmar,Rakhine,Mrauk-U,Kyauktaw,Kyauktaw,20.8447,92.9753,1,BBC News; Irrawaddy; Myanmar Times,National-International,"On 15 October 2019, in Kyauktaw Township, in Rakhine State, the soldiers from a Myanmar military column shot a 53-year-old man dead at a lake near Sit Aung village when he ran away when the military ordered him to stop for investigation. Another 24-year-old university student from Shwe Lai village was also injured from the gunfire.",1,1572403609,MMR
