data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
#event+id,#country+code,#event+code,#event+code,#date+occurred,#date+year,#meta+time_precision,#event+type,#event+subtype,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,#geo+precision+code,#meta+source,,#description,#affected+killed,#date+updated,#country+code
5545563,356,IND56832,56832,2019-06-28,2019,1,Protests,Peaceful protest,Protesters (India),Students (India); Women (India),6,,,0,60,Southern Asia,India,Manipur,Thoubal,Kakching,Wabagai,24.5309,93.9433,1,Sangai Express,Subnational,"On 28 June, on the first day of protest students and women blocked the road in Wabagai town (Kakching district, Manipur) against exclusion of Wabagai High School from the programme of State Govt's School Phagathansi Mission. [size=no report]",0,1562070145,IND
5545565,356,IND56834,56834,2019-06-28,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Tamil Nadu,Chennai,Chennai,Chennai,13.0878,80.2784,1,Times of India,National,"On June 28, around 100 teachers working in government and aided polytechnic colleges staged a protest in Chennai city (Chennai, TN), against Tamil Nadu Directorate of Technical Education (TNDTE) for delay in implementing Career Advancement Scheme. [size=100]",0,1562070145,IND
5545566,356,IND56835,56835,2019-06-28,2019,1,Protests,Peaceful protest,Protesters (India),DMK: Dravida Munnetra Kazhagam,6,,,0,60,Southern Asia,India,Tamil Nadu,Krishnagiri,Krishnagiri,Krishnagiri,12.5192,78.2138,1,The Hindu,National,"On June 28, Dravida Munnetra Kazhagam youth wing staged a protest demonstration at the Government Arts College in Krishnagiri city (Krishnagiri, TN), against the conduct of NEET in the State and called for the revocation of the medical entrance exam. [size=no report]",0,1562070145,IND
5545567,356,IND56836,56836,2019-06-28,2019,1,Protests,Peaceful protest,Protesters (India),DYFI: Democratic Youth Federation of India; SFI: Students Federation of India; Students (India),6,,,0,60,Southern Asia,India,Tamil Nadu,Madurai,Madurai,Madurai,9.9174,78.1196,1,The Hindu,National,"On June 28, about 300 students, along with members of Students Federation of India (SFI) and Democratic Youth Federation of India (DYFI), staged a protest in front of MGR integrated bus stand in Madurai city (Madurai, TN), against the district administration for not issuing laptops to those who completed their school education in 2017-18. [size=300]",0,1562070145,IND
5545574,356,IND56845,56845,2019-06-28,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Jammu and Kashmir,Udhampur,Udhampur,Sadota,33.1009,75.1019,1,Daily Excelsior,Subnational,"On 28 Jun, government high school students and locals staged a protest at Sadota village (Udhampur, J&K), over staff shortages at the school. [size=no report]",0,1562070145,IND
5545587,356,IND56866,56866,2019-06-28,2019,2,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,Greater Noida,28.4961,77.5360,1,Hindustan Times,National,"Between 22 June and 28 June, approximately 15-20 students demonstrated on the campus of Sharda University in Greater Noida city (Gautam Buddha Nagar, Uttar Pradesh) after they questioned the validity of the Diploma in Medical Laboratory Technology course. [size=15-20]",0,1562070145,IND
5545589,356,IND56868,56868,2019-06-28,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,NCT of Delhi,New Delhi,,Delhi-New Delhi,28.6357,77.2244,1,Chandigarh Tribune,Subnational,"On 28 June, members of several student organisations burnt a representational effigy and demonstrated in New Delhi (NCT of Delhi) to oppose the release of a high cut-off list by the Delhi University administration. [size=no report]",0,1562070145,IND
5569335,642,ROU482,482,2019-06-28,2019,1,Protests,Peaceful protest,Protesters (Romania),,6,,,0,60,Europe,Romania,Iasi,Iasi,,Iasi,47.1667,27.6000,1,Digi24; Agerpres,National,"On 28 June, a protest of six people was held outside the Alexandru Ioan Cuza University in Iasi. The protesters spilled red paint on the stairs of the university building, condemning rector Toader's record as justice minister in the criminal sector and calling for his dismissal. [size=6]",0,1563305278,ROM
5546748,450,MAG1307,1307,2019-06-28,2019,1,Violence against civilians,Sexual violence,Military Forces of Madagascar (2019-) Gendarmerie,,1,Civilians (Madagascar),Women (Madagascar); Students (Madagascar),7,17,Eastern Africa,Madagascar,Bongolava,Tsiroanomandidy,,Tsiroanomandidy,-18.7694,46.0443,1,L'Express de Madagascar,National,"28 June. A gendarme soldier raped a young, primary school girl in Tsiroanomandidy, Bongolava.",0,1562618544,MDG
5549067,792,TUR8537,8537,2019-06-28,2019,2,Violence against civilians,Attack,Police Forces of Turkey (2016-) Prison Guards,,1,Civilians (Turkey),Prisoners (Turkey),7,17,Middle East,Turkey,Trabzon,Besikduzu,,Besikduzu T Type Prison,41.0389,39.1822,1,Human Rights Foundation of Turkey,Other,"As reported on June 28th, those prisoners that refused to stand and say 'this is not a prison, this is a military school' were subjected to physical violence by the prison guards in Besikduzu T Type Prison in Trabzon province.",0,1562633995,TUR
5550152,50,BGD16239,16239,2019-06-28,2019,1,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),5,Civilians (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),7,57,Southern Asia,Bangladesh,Khulna,Kushtia,Kushtia,Kushtia,23.9028,89.1194,2,New Age (Bangladesh),National,"On June 28, rioting junior activists of BCL beat and injured a senior member in the playground of Islamia College (Kushtia, Khulna) over a trivial matter following an altercation. [size=8-10]",0,1562671723,BGD
5550157,356,IND56912,56912,2019-06-28,2019,1,Riots,Mob violence,Rioters (India),ABVP: Akhil Bharatiya Vidyarthi Parishad; Students (India),5,,,0,50,Southern Asia,India,Andhra Pradesh,Vizianagaram,Vizianagaram,Vizianagaram,18.1169,83.4114,1,The Hindu,National,"On 29 June, ABVP members resorted to stone pelting to enforce a bandh of educational institutions at Vizianagaram city (Andhra Pradesh). They damaged buses of Gurajada Public School. The reason for the bandh was not reported. [size=no report]",0,1562671723,IND
6065287,524,NEP6052,6052,2019-06-28,2019,2,Protests,Peaceful protest,Protesters (Nepal),NCP: Nepal Communist Party; Students (Nepal),6,,,0,60,Southern Asia,Nepal,Central,Bagmati,Kavrepalanchok,Dhulikhel,27.6189,85.5530,1,COCAP-Nepal Monitor,Local partner-National,"Assumed since June 28, students of Nepal Communist Party (NCP) protested by padlocking the administration department and classrooms of Kathmandu University in Dhulikhel city (Kavrepalanchok district, Bagmati). The protesters were demanding for the establishment of a student union in the university. [size=no report]",0,1571164555,NPL
5543383,729,SUD12618,12618,2019-06-27,2019,1,Violence against civilians,Attack,RSF: Rapid Support Forces,Military Forces of Sudan (1989-),3,Civilians (Sudan),Students (Sudan),7,37,Northern Africa,Sudan,Khartoum,Khartoum,,Khartoum,15.5725,32.5364,1,Radio Dabanga,National,"On June 27th, RSF paramilitaries beat dozens of students at the East Nile University College in Khartoum, before detaining them and taking them to an unknown location (unclear if they were released).",0,1562009119,SDN
5543385,729,SUD12620,12620,2019-06-27,2019,1,Protests,Peaceful protest,Protesters (Sudan),Teachers (Sudan); UNICEF: United Nations Childrens Fund,6,,,0,60,Northern Africa,Sudan,El Gazira,Greater Wad Madani,,Wad Medani,14.4004,33.5184,1,Radio Dabanga,National,"On June 27th, University staff demonstrated in Wad Medani (El Gazira state) as part of nationwide protests calling for a transition to civilian rule, and for justice for the victims of the June 3rd massacre in Khartoum. UNICEF employees held a vigil for children killed in the June 3rd massacre in Khartoum. [size=no report]",0,1562009119,SDN
5543389,729,SUD12624,12624,2019-06-27,2019,1,Protests,Peaceful protest,Protesters (Sudan),Students (Sudan),6,,,0,60,Northern Africa,Sudan,Sennar,Sennar,,Sennar,13.5422,33.6172,1,Radio Dabanga,National,"On June 27th, demonstrators (including secondary school students) gathered in Sennar (Sennar state), calling for a transition to a civilian government. [size=no report]",0,1562009119,SDN
6251411,275,PSE5794,5794,2019-06-27,2019,1,Protests,Peaceful protest,Protesters (Palestine),Students (Palestine),6,,,0,60,Middle East,Palestine,West Bank,Ramallah,,Ramallah,31.8996,35.2042,1,Arutz Sheva,Regional,"On June 27 2019, Palestinian University students demonstrated in Ramallah City against the economic conference in Bahrain and the ""Deal of the Century"". Demonstrators also called for a new intifada to take place in the West Bank. [size=no report]",0,1572403699,PSE
5545050,50,BGD16233,16233,2019-06-27,2019,1,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),5,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),5,55,Southern Asia,Bangladesh,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.6274,88.6377,1,Daily Star (Bangladesh),National,"On June 27, at least 41 students of Hajee Mohammad Danesh Science and Technology University were injured on campus (Dinajpur, Rangpur) during a clash between two rioting factions of BCL over occupation of seats in dormitory. [size=no report]",0,1562070144,BGD
5545051,50,BGD16225,16225,2019-06-27,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Barisal,Barguna,Barguna,Barguna,22.1333,90.1333,1,New Nation (Bangladesh),National,"On June 27, following the killing of a boy over a personal affair by unidentified assailants outside Barguna Govt. College, students of the college staged a protest outside Barguna Press Club (Barguna, Barisal) demanding justice for the deceased boy. [size=no report]",0,1562070144,BGD
5545052,50,BGD16228,16228,2019-06-27,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Shahbagh,23.7406,90.3943,1,Dhaka Tribune,National,"On June 27, leaders and activists of BCL who didn't get position or expected post in the recently announced central committee staged a protest demonstration, also announcing a hunger strike unto death at Raju Memorial Sculpture at Dhaka University (Shahbagh, Dhaka). [size=no report]",0,1562070144,BGD
5545493,356,IND56773,56773,2019-06-27,2019,1,Protests,Peaceful protest,Protesters (India),SFI: Students Federation of India; Students (India),6,,,0,60,Southern Asia,India,Tripura,West Tripura,Agartala,Agartala,23.8330,91.2864,1,Tripura Infoway,Subnational,"On 27 June, members of SFI staged a protest in Agartala city (West Tripura district, Tripura) against privatization of Tripura schools. [size=no report]",0,1562070145,IND
5545499,356,IND56780,56780,2019-06-27,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Andhra Pradesh,Kurnool,Kurnool,Kurnool,15.8276,78.0338,1,The Hindu,National,"On June 27, the Progressive Democratic Students Union (PDSU) protested outside the Indira Gandhi Memorial Municipal High School in Kurnool city (Kurnool, Andhra Pradesh), demanding that the mid-day meals scheme should be directly handled by the government and not handed over to corporate NGOs. [size=no report]",0,1562070145,IND
5545511,356,IND56795,56795,2019-06-27,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Maharashtra,Thane,Kalyan,Kalyan,19.2437,73.1355,1,Times of India,National,"On 27 June, parents shaved their heads in public in Kalyan (Kalyan, Maharashtra) during a protest against increasing fees in a school and an alleged assault on two students by teachers last week. [size=no report]",0,1562070145,IND
5545516,356,IND56800,56800,2019-06-27,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Tiruchirappalli,10.8155,78.6965,1,The Hindu,National,"On June 27, over 100 members of Association of University Teachers (AUT) staged a demonstration in front of the office of Regional Joint Director of Collegiate Education in Tiruchi city (Tiruchirappalli, TN), demanding resumption of programmes at newly converted Perambalur Government Arts and Science College. [size=100]",0,1562070145,IND
5543065,140,CEN4670,4670,2019-06-26,2019,1,Protests,Peaceful protest,Protesters (Central African Republic),SYNAES: Autonomous Union of Higher Education Teachers; Teachers (Central African Republic); Students (Central African Republic),6,,,0,60,Middle Africa,Central African Republic,Bangui,Bangui,Arrondissement 1,Bangui,4.3620,18.5866,1,aBangui,National,"On 26 June, in Bangui, an unspecified number of university teachers, SYNASES members and students, protested demanding 3 years of leave. The demonstration started at campus and moved along Bangui streets, temporary disrupting traffic. [size=no report]",0,1562009103,CAF
5543409,716,ZIM6289,6289,2019-06-26,2019,1,Protests,Peaceful protest,Protesters (Zimbabwe),Students (Zimbabwe),6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8277,31.0534,1,iHarare,Subnational,"On June 26th, in Harare, students from Mebelreign School protested, as they found out the deputy heads were living in hostel rooms. [Size=no report]",0,1562009119,ZWE
6029032,364,IRN4665,4665,2019-06-26,2019,1,Protests,Peaceful protest,Protesters (Iran),Students (Iran),6,,,0,60,Middle East,Iran,Tehran,Tehran,Central,Tehran-District 4,35.7529,51.5210,1,Islamic Republic News Agency; Human Rights Activists News Agency,Other-National,"On 26/6/2019, students at Iran University of Science and Technology in Tehran held a protest against gender segregation at the university's library. [size=hundreds]",0,1571164377,IRN
6127292,364,IRN4667,4667,2019-06-26,2019,1,Protests,Peaceful protest,Protesters (Iran),Students (Iran),6,,,0,60,Middle East,Iran,Tehran,Tehran,Central,Tehran-District 6,35.7252,51.4029,1,Trade Unions of Iranian Student,New media,"On 26/6/2019, students at Department of Social Sciences of University of Tehran held a rally against a court sentencing student Leila Hosseinzadeh to 30 months in prison. The protesters also called for the release of Marzieh Amira, a sociology student and a journalist who was detained at the Labour Day rally in Tehran. [size=hundreds]",0,1571164642,IRN
6069707,364,IRN4683,4683,2019-06-26,2019,1,Protests,Peaceful protest,Protesters (Iran),Students (Iran),6,,,0,60,Middle East,Iran,Tehran,Tehran,Central,Tehran-District 2,35.7512,51.3616,1,Eteraze Bazar,New media,"On 26/6/2019, a group of students at Sharif University of Technology in Tehran staging a rally to demand that students be catered throughout summer. [size=no report]",0,1571164561,IRN
5545044,50,BGD16223,16223,2019-06-26,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),Labour Group (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Rangpur,Rangpur,Rangpur,Rangpur,25.7466,89.2516,1,Dhaka Tribune,National,"On June 26, workers and employees of Begum Rokeya University continued their protest demonstration for third consecutive day on campus in Rangpur city demanding immediate disbursement of their salaries along with 4-other demands. [size=no report]",0,1562070144,BGD
5545433,356,IND56715,56715,2019-06-26,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Assam,Hailakandi,Hailakandi,Hailakandi,24.6793,92.5602,1,Sentinel (India),Subnational,"On 26 June, students from various schools participated in a rally in the city of Hailakandi (Assam) against drug abuse and illicit trafficking. [size=no report]",0,1562070145,IND
5545434,356,IND56716,56716,2019-06-26,2019,1,Protests,Peaceful protest,Protesters (India),Police Forces of India (2014-); Students (India),6,,,0,60,Southern Asia,India,West Bengal,Darjeeling,Naxalbari,Naxalbari,26.6822,88.1994,1,Siliguri Times,Subnational,"On 26 June, police officials staged a rally in the city of Naxabari (Darjeeling district, West Bengal) against drug abuse and illicit trafficking. The rally was participated by students from different schools and representatives of NGOs. [size=no report]",0,1562070145,IND
5545435,356,IND56717,56717,2019-06-26,2019,1,Protests,Peaceful protest,Protesters (India),Police Forces of India (2014-); Students (India),6,,,0,60,Southern Asia,India,West Bengal,Darjeeling,Siliguri,Siliguri,26.7272,88.3984,1,Siliguri Times,Subnational,"On 26 June, Siliguri Police Commissionerates staged a rally in the city of Siliguri (Darjeeling district, West Bengal) against drug abuse and illicit trafficking. The rally was participated by students from different schools and representatives of NGOs. [size=no report]",0,1562070145,IND
5545441,356,IND56725,56725,2019-06-26,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Gujarat,Gandhinagar,Gandhinagar,Gandhinagar,23.2166,72.6833,1,Telegraph (India),National,"On 26 June, students from an agricultural university in Gandhinagar (Gandhinagar, Gujarat) protested during the visit of the state agriculture minister, worried about their job perspectives and demanding more job opportunities in their field. [size=no report]",0,1562070145,IND
5545447,356,IND56731,56731,2019-06-26,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Maharashtra,Thane,Kalyan,Kalyan,19.2437,73.1355,1,Hindustan Times,National,"On 26 June, parents locked up school gates in Kalyan (Kalyan, Maharashtra) in protest against increasing fees and an alleged assault on two students by teachers last week. [size=no report]",0,1562070145,IND
5545451,356,IND56735,56735,2019-06-26,2019,1,Protests,Peaceful protest,Protesters (India),AISF: All India Students Federation; Students (India),6,,,0,60,Southern Asia,India,Telangana,Hyderabad,Hyderabad,Hyderabad,17.3840,78.4563,1,Times of India,National,"On June 26, members of the AISF held a protest at Osmania University Arts College in Hyderabad city (Hyderabad, Telangana), against fee hikes. [size=no report]",0,1562070145,IND
5545466,356,IND56756,56756,2019-06-26,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Uttar Pradesh,Allahabad,Allahabad,Allahabad,25.4447,81.8432,1,Hindustan Times,National,"On 26 June, a large number of student leaders demonstrated at the VC office and burnt an effigy on the campus of Allahabad University in Allahabad city (Uttar Pradesh) to oppose the recommendation to replace the students union with a student council. This is day 2 of the agitation. [size=large number]",0,1562070145,IND
5545781,586,PAK50882,50882,2019-06-26,2019,1,Riots,Mob violence,Rioters (Pakistan),Students (Pakistan),5,Rioters (Pakistan),IJT: Islami Jamiat-e-Talaba; Students (Pakistan),5,55,Southern Asia,Pakistan,Punjab,Lahore,Lahore,Lahore-Iqbal,31.3817,74.1732,1,Dawn (Pakistan),National,"On June 26, group of students from Punjabi Council clashed with a group of students from IJT at Hailey College of Commerce of Punjab University in Iqbal town (Lahore, Punjab) resulting in injuries to four students. [size=no report]",0,1562070146,PAK
5550164,524,NEP6047,6047,2019-06-26,2019,1,Riots,Violent demonstration,Rioters (Nepal),Students (Nepal),5,Civilians (Nepal),Government of Nepal (2015-),7,57,Southern Asia,Nepal,Central,Janakpur,Dhanusa,Janakpur,26.7288,85.9263,2,Paschim Today,National,"On June 26, students of Janata Secondary School demonstrated by burning tires and pelting stones at Bideha Municipality office near Janakpur area (Dhanusa district, Janakpur). The demonstrators were pressing the authorities for various demands, including the release of salaries of their teachers. [size=no report]",0,1562671723,NPL
5550165,50,BGD16238,16238,2019-06-26,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Ramna,23.7333,90.4000,1,New Nation (Bangladesh),National,"On June 26, students of Dhaka University along with the students belonging to Sylhet but studying in institutions of Dhaka staged a protest demonstration outside National Museum (Ramna, Dhaka) demanding repair of Dhaka-Sylhet rail line and introduction of non-stop train service on the line. [size=no report]",0,1562671723,BGD
6047491,760,SYR63040,63040,2019-06-26,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Syria (2000-) Syrian Arab Air Force,,1,,,0,10,Middle East,Syria,Idleb,Al Ma'ra,Heish,Kafrsajna,35.5271,36.5896,1,SOHR; SNHR; Liveuamap,Local partner-Other,"On 26 June, 2019, regime warplanes carried out airstrikes on Kafrsajna in southern Idleb countryside which partially damaged Martyr Wahid Al Yousef primary school, partially damaging its building. Neither fatalities nor injuries were reported.",0,1571164401,SYR
5542966,12,ALG6718,6718,2019-06-25,2019,1,Protests,Peaceful protest,Protesters (Algeria),Students (Algeria),6,,,0,60,Northern Africa,Algeria,Constantine,Constantine,,Constantine,36.3650,6.6147,1,El Watan (Algeria),National,"On 25 June, 2019, students gathered in Constantine for the 18th consecutive Tuesday of anti-regime university demonstrations [size= no report].",0,1562009098,DZA
5542967,12,ALG6719,6719,2019-06-25,2019,1,Protests,Peaceful protest,Protesters (Algeria),Students (Algeria),6,,,0,60,Northern Africa,Algeria,Tizi Ouzou,Tizi Ouzou,,Tizi Ouzou,36.7118,4.0459,1,El Watan (Algeria),National,"On 25 June, 2019, students gathered in Tizi Ouzou for the 18th consecutive Tuesday of anti-regime university demonstrations [size= no report].",0,1562009098,DZA
5542968,12,ALG6720,6720,2019-06-25,2019,1,Protests,Peaceful protest,Protesters (Algeria),Students (Algeria),6,,,0,60,Northern Africa,Algeria,Oran,Oran,,Oran,35.6911,-0.6417,1,El Watan (Algeria); Le Quotidien d'Oran,Subnational-National,"On 25 June, 2019, students gathered in Oran for the 18th consecutive Tuesday of anti-regime university demonstrations [size= no report].",0,1562009098,DZA
5636803,12,ALG6721,6721,2019-06-25,2019,1,Protests,Peaceful protest,Protesters (Algeria),Students (Algeria),6,,,0,60,Northern Africa,Algeria,Alger,Sidi M'Hamed,,Algiers,36.7525,3.0420,1,El Watan (Algeria); TSA Algerie,National,"On 25 June, 2019, students gathered in Algiers for the 18th consecutive Tuesday of anti-regime university demonstrations [size= thousands].",0,1563903165,DZA
5542970,12,ALG6722,6722,2019-06-25,2019,1,Protests,Peaceful protest,Protesters (Algeria),Students (Algeria),6,,,0,60,Northern Africa,Algeria,Bouira,Bouira,,Bouira,36.3800,3.9014,1,El Watan (Algeria),National,"On 25 June, 2019, students gathered in Bouira for the 18th consecutive Tuesday of anti-regime university demonstrations [size= no report].",0,1562009098,DZA
5542973,12,ALG6725,6725,2019-06-25,2019,1,Protests,Peaceful protest,Protesters (Algeria),Students (Algeria),6,,,0,60,Northern Africa,Algeria,Bejaia,Bejaia,,Bejaia,36.7500,5.0833,1,Liberte,National,"On 25 June, 2019, students gathered in Bejaia for the 18th consecutive Tuesday of anti-regime university demonstrations [size= no report].",0,1562009098,DZA
5542974,12,ALG6726,6726,2019-06-25,2019,1,Protests,Peaceful protest,Protesters (Algeria),Students (Algeria),6,,,0,60,Northern Africa,Algeria,Setif,Setif,,Setif,36.1914,5.4094,1,Liberte,National,"On 25 June, 2019, students gathered in Setif for the 18th consecutive Tuesday of anti-regime university demonstrations [size= no report].",0,1562009098,DZA
5543159,324,GUI1126,1126,2019-06-25,2019,1,Strategic developments,Looting/property destruction,Military Forces of Guinea (2010-) Gendarmerie,,1,Civilians (Cameroon),Teachers (Cameroon); Students (Cameroon),7,17,Western Africa,Guinea,Conakry,Conakry,Kaloum,Conakry,9.5091,-13.7122,1,Africa Guinee,National,25 June. Gendarmerie forces looted property from a school under construction in Kobaya area of Conakry.,0,1562009109,GIN
5543257,694,SIE4760,4760,2019-06-25,2019,1,Riots,Violent demonstration,Rioters (Sierra Leone),Students (Sierra Leone),5,Rioters (Sierra Leone),Students (Sierra Leone),5,55,Western Africa,Sierra Leone,Western,Western Area Urban,Freetown1,Freetown,8.4871,-13.2356,1,Politico SL,National,25 June. Supporters of two opposing Fourah Bay College Student Union candidates riot against one another in Freetown at the college campus. Police intervene by firing tear gas to disrupt the riot. [size=no report],0,1562009114,SLE
6127297,364,IRN4666,4666,2019-06-25,2019,1,Protests,Peaceful protest,Protesters (Iran),Students (Iran),6,,,0,60,Middle East,Iran,Tehran,Tehran,Central,Tehran-District 6,35.7252,51.4029,1,Trade Unions of Iranian Student,New media,"On 25/6/2019, students at Department of Social Sciences of University of Tehran held a rally against a court sentencing student Leila Hosseinzadeh to 30 months in prison. The protesters also called for the release of Marzieh Amira, a sociology student and a journalist who was detained at the Labour Day rally in Tehran. [size=hundreds]",0,1571164642,IRN
5544160,364,IRN4694,4694,2019-06-25,2019,1,Protests,Peaceful protest,Protesters (Iran),Labour Group (Iran),6,,,0,60,Middle East,Iran,East Azarbaijan,Bonab,Central,Bonab,37.3404,46.0561,1,Ettehad,National,"On 25/6/2019, a group of laid-off workers of Bonab University staged a rally. [size=no report]",0,1562020013,IRN
5856043,760,SYR63017,63017,2019-06-25,2019,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,,,0,30,Middle East,Syria,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa - Salhiyeah,35.9595,39.0208,1,SOHR,Other,"On 25 June 2019, a sonic bomb, planted by an unidentified armed group, exploded near Hattin school in Salhiyeah neighborhood in Ar-Raqqa city. Neither injuries nor fatalities were reported.",0,1567462265,SYR
5545037,50,BGD16217,16217,2019-06-25,2019,1,Protests,Protest with intervention,Rioters (Bangladesh),Students (Bangladesh),5,Protesters (Bangladesh),Labour Group (Bangladesh),6,56,Southern Asia,Bangladesh,Rangpur,Rangpur,Rangpur,Rangpur,25.7466,89.2516,1,Dhaka Tribune,National,"On June 25, workers and employees of Begum Rokeya University staged a protest demonstration on campus in Rangpur city demanding immediate disbursement of their salaries along with 4-other demands. Their protest was attacked by rioting students led by an Assistant Professor of the University injuring 10 people. [size=no report]",0,1562070144,BGD
6314975,144,SRI3480,3480,2019-06-25,2019,2,Protests,Peaceful protest,Protesters (Sri Lanka),SEP: Socialist Equality Party; IYSSE: International Youth and Students for Social Equality; Students (Sri Lanka); Teachers (Sri Lanka),6,,,0,60,Southern Asia,Sri Lanka,Central,Kandy,Yatinuwara,Peradeniya,7.2622,80.5841,1,World Socialist Web Site,International,"Assumed on June 25, the members of Socialist Equality Party (SEP) and International Youth and Student for Social Equality (IYSSE), along with the academics and non-academic university workers, held a demonstration by chanting slogans at Peradeniya University in Peradeniya locality (Yatinuwara, Kandy district). The protesters were demanding freedom for Julian Assange, the WikiLeaks founder, and Chelsea Manning, the whistleblower. The news article was published on June 29, 2019. [size=no report]",0,1572403786,LKA
6314970,144,SRI3481,3481,2019-06-25,2019,2,Protests,Peaceful protest,Protesters (Sri Lanka),Students (Sri Lanka),6,,,0,60,Southern Asia,Sri Lanka,Central,Kandy,Yatinuwara,Peradeniya,7.2622,80.5841,1,World Socialist Web Site,International,"Assumed on June 25, the students of Peradeniya university protested against the installation of CCTV cameras that they claimed could be used to victimize student activists. The news article was published on June 29, 2019. [size=no report]",0,1572403786,LKA
5545386,356,IND56668,56668,2019-06-25,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Karnataka,Bengaluru Urban,Bengaluru,Bengaluru,12.9719,77.5936,3,The Hindu,National,"On June 25, lecturers teaching in pre-university colleges across Karnataka state staged a protest demanding remuneration for evaluating the March 2019 II PU examination answer scripts. [size=no report]",0,1562070145,IND
5545388,356,IND56670,56670,2019-06-25,2019,1,Protests,Peaceful protest,Protesters (India),NSUI: National Students Union of India; Students (India),6,,,0,60,Southern Asia,India,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur,23.1669,79.9500,1,Times of India,National,"On 25 June, National Students Union of India (NSUI) activists staged a protest in Jabalpur (Jabalpur, Madhya Pradesh) in solidarity with their colleague who said she had been repeatedly raped by the Vice Chancellor of the Nanaji Deshmukh University of Veterinary Sciences. Protesters burnt an effigy of the Vice Chancellor. [size=no report]",0,1562070145,IND
5545390,356,IND56672,56672,2019-06-25,2019,1,Protests,Peaceful protest,Protesters (India),AISF: All India Students Federation; AIYF: All India Youth Federation; Students (India),6,,,0,60,Southern Asia,India,Puducherry,Puducherry,Puducherry,Puducherry,11.9338,79.8297,1,The Hindu,National,"On June 25, a protest was held by the members of the All India Students Federation (AISF) and All India Youth Federation (AIYF) affiliated to the Communist Party of India (CPI) in Puducherry, demanding that the government put an end to the exorbitant collection of fees by private schools. [size=no report]",0,1562070145,IND
5545392,356,IND56674,56674,2019-06-25,2019,1,Protests,Peaceful protest,Protesters (India),SFI: Students Federation of India; Students (India),6,,,0,60,Southern Asia,India,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore,11.0055,76.9661,1,The Hindu,National,"On June 25, a protest was held by the members of the SFI in front of Government Arts College in Coimbatore city (Coimbatore, TN), against the NEP draft. Protestors demanded that the NEP draft be translated into local languages and should be provided a six month period for discussions on the draft. [size=no report]",0,1562070145,IND
